AccX,AccY,AccZ,GyroX,GyroY,GyroZ
0.22760109386247146,-0.07314031996736614,-1.0775007057062966,-2.3130838625920807,6.9876866126223955,3.4410220821818274
0.2066863803006998,-0.07153149587645705,-1.0691879734475553,-2.719639139426581,7.613373902696989,3.022402533902106
0.2364231636480193,-0.09617376447552473,-1.0418282887715644,-2.1281161586317072,7.277478246571115,2.0827950675827562
0.2883329237319355,-0.1171550617948721,-0.9954711628275084,-1.4875353654755283,5.738162600696985,1.3755760780699338
0.38475424331002434,-0.14963430124475563,-0.9794745455920771,0.1256605989160846,5.61093613810491,1.045499030461541
0.46841651206993135,-0.20311418727039682,-0.9093930971724966,0.21591131498834562,4.615064325151527,0.42422463052214526
0.4674854769836843,-0.20757188780652736,-0.909544475680655,0.5138347654941742,3.742842399389287,0.9385932136014009
0.42468233292074703,-0.19444520319580472,-0.9405696841538487,0.1672271746293712,3.7357426289813613,1.6374846528951092
0.33425697038927826,-0.1584745820769235,-0.9545847219766923,-0.2562679052937069,3.7105108632470962,1.7687147459790258
0.20792415595104943,-0.12112391192773925,-0.9956976617785575,-0.06982330661072278,3.2394704532331082,1.6658481469533846
0.18038520724242468,-0.10959296245687673,-1.0199933530722638,-0.23785120736363696,2.7764195092074666,1.8352817667482566
0.22018638917016375,-0.10301482376690003,-1.0151173697179514,-0.16784996172494226,3.2975853662750674,1.3917685369883486
0.27200907813286784,-0.08192312242191162,-1.0286298989393967,0.1763376572447559,3.952774960517493,1.4043844197972066
0.3376174605920755,-0.12921014512121246,-1.0203570032331029,-0.6231605544638708,4.498354063312366,0.9201053400769252
0.39106889197436007,-0.15010209495104934,-0.9924760300582777,-1.2301464438624743,4.916866848263416,0.5363440631025652
0.38870715874125983,-0.16534523400466244,-0.9825174826993033,-1.8244274809673708,3.9932205199230877,1.5136212389184187
0.3245323199160857,-0.14964568300466252,-1.0012354996083914,-2.9227032510209776,4.154984964048944,2.5425185503426393
0.2488265315979042,-0.12660427138927785,-1.0272390370279718,-3.5618694283566423,4.323591166972019,3.4383174080209584
0.17819533995105125,-0.10069463421678364,-1.0561494983356638,-3.383440986540789,4.4197227707832045,3.945105785009301
0.12924429113986252,-0.07639040654545493,-1.0835882869090903,-2.028932899139857,4.364063417573412,3.806971654363611
0.11857893132867366,-0.058165223433566934,-1.1051768061258729,0.8601398602797261,4.07729674943355,2.7680029891398377
